date,season,year,month,weather,atemp,count,atemp_range,atemp_category
2012-06-01,summer,2012,Jun,Misty/Cloudy,30.3981,4127,"(26.808, 34.427]",Hot
2012-06-02,summer,2012,Jun,Clear/Partly Cloudy,28.3144,8120,"(26.808, 34.427]",Hot
2012-06-03,summer,2012,Jun,Clear/Partly Cloudy,28.75665,7641,"(26.808, 34.427]",Hot
2012-06-04,summer,2012,Jun,Clear/Partly Cloudy,28.91415,6998,"(26.808, 34.427]",Hot
2012-06-05,summer,2012,Jun,Misty/Cloudy,26.294600000000003,7001,"(19.19, 26.808]",Moderate
2012-06-06,summer,2012,Jun,Clear/Partly Cloudy,27.1146,7055,"(26.808, 34.427]",Hot
2012-06-07,summer,2012,Jun,Clear/Partly Cloudy,28.4721,7494,"(26.808, 34.427]",Hot
2012-06-08,summer,2012,Jun,Clear/Partly Cloudy,29.8931,7736,"(26.808, 34.427]",Hot
2012-06-09,summer,2012,Jun,Clear/Partly Cloudy,32.418350000000004,7498,"(26.808, 34.427]",Hot
2012-06-10,summer,2012,Jun,Clear/Partly Cloudy,33.175850000000004,6598,"(26.808, 34.427]",Hot
2012-06-11,summer,2012,Jun,Misty/Cloudy,32.98605,6664,"(26.808, 34.427]",Hot
2012-06-12,summer,2012,Jun,Misty/Cloudy,29.89375,4972,"(26.808, 34.427]",Hot
2012-06-13,summer,2012,Jun,Clear/Partly Cloudy,30.55585,7421,"(26.808, 34.427]",Hot
2012-06-14,summer,2012,Jun,Clear/Partly Cloudy,31.219150000000003,7363,"(26.808, 34.427]",Hot
2012-06-15,summer,2012,Jun,Clear/Partly Cloudy,29.9877,7665,"(26.808, 34.427]",Hot
2012-06-16,summer,2012,Jun,Clear/Partly Cloudy,29.735400000000002,7702,"(26.808, 34.427]",Hot
2012-06-17,summer,2012,Jun,Clear/Partly Cloudy,28.59875,6978,"(26.808, 34.427]",Hot
2012-06-18,summer,2012,Jun,Misty/Cloudy,27.2421,5099,"(26.808, 34.427]",Hot
2012-06-19,summer,2012,Jun,Clear/Partly Cloudy,32.7346,6825,"(26.808, 34.427]",Hot
2012-06-20,summer,2012,Jun,Clear/Partly Cloudy,36.04875,6211,"(34.427, 42.045]",Very Hot
2012-06-21,fall,2012,Jun,Clear/Partly Cloudy,37.6271,5905,"(34.427, 42.045]",Very Hot
2012-06-22,fall,2012,Jun,Clear/Partly Cloudy,36.20605,5823,"(34.427, 42.045]",Very Hot
2012-06-23,fall,2012,Jun,Clear/Partly Cloudy,32.6396,7458,"(26.808, 34.427]",Hot
2012-06-24,fall,2012,Jun,Clear/Partly Cloudy,33.7127,6891,"(26.808, 34.427]",Hot
2012-06-25,fall,2012,Jun,Clear/Partly Cloudy,32.7021,6779,"(26.808, 34.427]",Hot
2012-06-26,fall,2012,Jun,Clear/Partly Cloudy,29.7352,7442,"(26.808, 34.427]",Hot
2012-06-27,fall,2012,Jun,Clear/Partly Cloudy,32.0396,7335,"(26.808, 34.427]",Hot
2012-06-28,fall,2012,Jun,Clear/Partly Cloudy,33.7756,6879,"(26.808, 34.427]",Hot
2012-06-29,fall,2012,Jun,Clear/Partly Cloudy,39.33065,5463,"(34.427, 42.045]",Very Hot
2012-06-30,fall,2012,Jun,Clear/Partly Cloudy,34.3754,5687,"(26.808, 34.427]",Hot
2012-07-01,fall,2012,Jul,Clear/Partly Cloudy,37.53145,5531,"(34.427, 42.045]",Very Hot
2012-07-02,fall,2012,Jul,Clear/Partly Cloudy,35.1019,6227,"(34.427, 42.045]",Very Hot
2012-07-03,fall,2012,Jul,Clear/Partly Cloudy,35.1325,6660,"(34.427, 42.045]",Very Hot
2012-07-04,fall,2012,Jul,Clear/Partly Cloudy,36.61685,7403,"(34.427, 42.045]",Very Hot
2012-07-05,fall,2012,Jul,Clear/Partly Cloudy,38.06835,6241,"(34.427, 42.045]",Very Hot
2012-07-06,fall,2012,Jul,Clear/Partly Cloudy,37.62665,6207,"(34.427, 42.045]",Very Hot
2012-07-07,fall,2012,Jul,Clear/Partly Cloudy,40.24565,4840,"(34.427, 42.045]",Very Hot
2012-07-08,fall,2012,Jul,Clear/Partly Cloudy,39.5198,4672,"(34.427, 42.045]",Very Hot
2012-07-09,fall,2012,Jul,Misty/Cloudy,32.7027,6569,"(26.808, 34.427]",Hot
2012-07-10,fall,2012,Jul,Misty/Cloudy,33.2398,6290,"(26.808, 34.427]",Hot
2012-07-11,fall,2012,Jul,Clear/Partly Cloudy,32.51355,7264,"(26.808, 34.427]",Hot
2012-07-12,fall,2012,Jul,Clear/Partly Cloudy,32.73415,7446,"(26.808, 34.427]",Hot
2012-07-13,fall,2012,Jul,Misty/Cloudy,33.39665,7499,"(26.808, 34.427]",Hot
2012-07-14,fall,2012,Jul,Misty/Cloudy,33.3021,6969,"(26.808, 34.427]",Hot
2012-07-15,fall,2012,Jul,Clear/Partly Cloudy,35.259800000000006,6031,"(34.427, 42.045]",Very Hot
2012-07-16,fall,2012,Jul,Clear/Partly Cloudy,36.206250000000004,6830,"(34.427, 42.045]",Very Hot
2012-07-17,fall,2012,Jul,Clear/Partly Cloudy,37.78415,6786,"(34.427, 42.045]",Very Hot
2012-07-18,fall,2012,Jul,Clear/Partly Cloudy,37.27915,5713,"(34.427, 42.045]",Very Hot
2012-07-19,fall,2012,Jul,Clear/Partly Cloudy,35.7321,6591,"(34.427, 42.045]",Very Hot
2012-07-20,fall,2012,Jul,Misty/Cloudy,30.65125,5870,"(26.808, 34.427]",Hot
2012-07-21,fall,2012,Jul,Light Rain/Snow,27.495599999999996,4459,"(26.808, 34.427]",Hot
2012-07-22,fall,2012,Jul,Misty/Cloudy,31.156250000000004,7410,"(26.808, 34.427]",Hot
2012-07-23,fall,2012,Jul,Clear/Partly Cloudy,34.50085,6966,"(34.427, 42.045]",Very Hot
2012-07-24,fall,2012,Jul,Clear/Partly Cloudy,35.3225,7592,"(34.427, 42.045]",Very Hot
2012-07-25,fall,2012,Jul,Clear/Partly Cloudy,32.7027,8173,"(26.808, 34.427]",Hot
2012-07-26,fall,2012,Jul,Clear/Partly Cloudy,36.96315,6861,"(34.427, 42.045]",Very Hot
2012-07-27,fall,2012,Jul,Clear/Partly Cloudy,36.71085,6904,"(34.427, 42.045]",Very Hot
2012-07-28,fall,2012,Jul,Clear/Partly Cloudy,34.8802,6685,"(34.427, 42.045]",Very Hot
2012-07-29,fall,2012,Jul,Clear/Partly Cloudy,33.39665,6597,"(26.808, 34.427]",Hot
2012-07-30,fall,2012,Jul,Clear/Partly Cloudy,34.24935,7105,"(26.808, 34.427]",Hot
2012-07-31,fall,2012,Jul,Clear/Partly Cloudy,33.144800000000004,7216,"(26.808, 34.427]",Hot
2012-08-01,fall,2012,Aug,Clear/Partly Cloudy,33.3654,7580,"(26.808, 34.427]",Hot
2012-08-02,fall,2012,Aug,Clear/Partly Cloudy,35.354400000000005,7261,"(34.427, 42.045]",Very Hot
2012-08-03,fall,2012,Aug,Misty/Cloudy,36.143350000000005,7175,"(34.427, 42.045]",Very Hot
2012-08-04,fall,2012,Aug,Clear/Partly Cloudy,37.56335,6824,"(34.427, 42.045]",Very Hot
2012-08-05,fall,2012,Aug,Clear/Partly Cloudy,36.55395,5464,"(34.427, 42.045]",Very Hot
2012-08-06,fall,2012,Aug,Misty/Cloudy,35.5123,7013,"(34.427, 42.045]",Very Hot
2012-08-07,fall,2012,Aug,Misty/Cloudy,34.88105,7273,"(34.427, 42.045]",Very Hot
2012-08-08,fall,2012,Aug,Misty/Cloudy,35.385850000000005,7534,"(34.427, 42.045]",Very Hot
2012-08-09,fall,2012,Aug,Clear/Partly Cloudy,34.9754,7286,"(34.427, 42.045]",Very Hot
2012-08-10,fall,2012,Aug,Misty/Cloudy,33.3971,5786,"(26.808, 34.427]",Hot
2012-08-11,fall,2012,Aug,Misty/Cloudy,31.91335,6299,"(26.808, 34.427]",Hot
2012-08-12,fall,2012,Aug,Clear/Partly Cloudy,32.22895,6544,"(26.808, 34.427]",Hot
2012-08-13,fall,2012,Aug,Clear/Partly Cloudy,33.112700000000004,6883,"(26.808, 34.427]",Hot
2012-08-14,fall,2012,Aug,Clear/Partly Cloudy,33.838950000000004,6784,"(26.808, 34.427]",Hot
2012-08-15,fall,2012,Aug,Clear/Partly Cloudy,32.70185,7347,"(26.808, 34.427]",Hot
2012-08-16,fall,2012,Aug,Clear/Partly Cloudy,32.7344,7605,"(26.808, 34.427]",Hot
2012-08-17,fall,2012,Aug,Clear/Partly Cloudy,12.120000000000001,7148,"(11.572, 19.19]",Cold
2012-08-18,fall,2012,Aug,Clear/Partly Cloudy,30.903550000000003,7865,"(26.808, 34.427]",Hot
2012-08-19,fall,2012,Aug,Misty/Cloudy,30.1777,4549,"(26.808, 34.427]",Hot
2012-08-20,fall,2012,Aug,Misty/Cloudy,29.798350000000003,6530,"(26.808, 34.427]",Hot
2012-08-21,fall,2012,Aug,Clear/Partly Cloudy,30.051250000000003,7006,"(26.808, 34.427]",Hot
2012-08-22,fall,2012,Aug,Clear/Partly Cloudy,31.0927,7375,"(26.808, 34.427]",Hot
2012-08-23,fall,2012,Aug,Clear/Partly Cloudy,31.8504,7765,"(26.808, 34.427]",Hot
2012-08-24,fall,2012,Aug,Misty/Cloudy,32.355000000000004,7582,"(26.808, 34.427]",Hot
2012-08-25,fall,2012,Aug,Misty/Cloudy,30.934800000000003,6053,"(26.808, 34.427]",Hot
2012-08-26,fall,2012,Aug,Misty/Cloudy,29.799799999999998,5255,"(26.808, 34.427]",Hot
2012-08-27,fall,2012,Aug,Clear/Partly Cloudy,32.7344,6917,"(26.808, 34.427]",Hot
2012-08-28,fall,2012,Aug,Clear/Partly Cloudy,33.3025,7040,"(26.808, 34.427]",Hot
2012-08-29,fall,2012,Aug,Clear/Partly Cloudy,31.786649999999998,7697,"(26.808, 34.427]",Hot
2012-08-30,fall,2012,Aug,Clear/Partly Cloudy,32.63895,7713,"(26.808, 34.427]",Hot
2012-08-31,fall,2012,Aug,Clear/Partly Cloudy,34.47,7350,"(34.427, 42.045]",Very Hot
2012-09-01,fall,2012,Sep,Misty/Cloudy,35.1327,6140,"(34.427, 42.045]",Very Hot
2012-09-02,fall,2012,Sep,Misty/Cloudy,32.45,5810,"(26.808, 34.427]",Hot
2012-09-03,fall,2012,Sep,Clear/Partly Cloudy,33.081450000000004,6034,"(26.808, 34.427]",Hot
2012-09-04,fall,2012,Sep,Clear/Partly Cloudy,34.3444,6864,"(26.808, 34.427]",Hot
2012-09-05,fall,2012,Sep,Clear/Partly Cloudy,35.44915,7112,"(34.427, 42.045]",Very Hot
2012-09-06,fall,2012,Sep,Misty/Cloudy,32.766450000000006,6203,"(26.808, 34.427]",Hot
2012-09-07,fall,2012,Sep,Clear/Partly Cloudy,32.8602,7504,"(26.808, 34.427]",Hot
2012-09-08,fall,2012,Sep,Misty/Cloudy,30.556050000000003,5976,"(26.808, 34.427]",Hot
2012-09-09,fall,2012,Sep,Clear/Partly Cloudy,28.946250000000003,8227,"(26.808, 34.427]",Hot
2012-09-10,fall,2012,Sep,Clear/Partly Cloudy,28.2827,7525,"(26.808, 34.427]",Hot
2012-09-11,fall,2012,Sep,Clear/Partly Cloudy,27.7146,7767,"(26.808, 34.427]",Hot
2012-09-12,fall,2012,Sep,Clear/Partly Cloudy,28.50375,7870,"(26.808, 34.427]",Hot
2012-09-13,fall,2012,Sep,Clear/Partly Cloudy,28.9779,7804,"(26.808, 34.427]",Hot
2012-09-14,fall,2012,Sep,Clear/Partly Cloudy,29.704150000000002,8009,"(26.808, 34.427]",Hot
2012-09-15,fall,2012,Sep,Clear/Partly Cloudy,29.29335,8714,"(26.808, 34.427]",Hot
2012-09-16,fall,2012,Sep,Clear/Partly Cloudy,28.15625,7333,"(26.808, 34.427]",Hot
2012-09-17,fall,2012,Sep,Misty/Cloudy,27.652500000000003,6869,"(26.808, 34.427]",Hot
2012-09-18,fall,2012,Sep,Misty/Cloudy,28.253349999999998,4073,"(26.808, 34.427]",Hot
2012-09-19,fall,2012,Sep,Clear/Partly Cloudy,27.0202,7591,"(26.808, 34.427]",Hot
2012-09-20,fall,2012,Sep,Clear/Partly Cloudy,26.6096,7720,"(19.19, 26.808]",Moderate
2012-09-21,fall,2012,Sep,Clear/Partly Cloudy,28.59855,8167,"(26.808, 34.427]",Hot
2012-09-22,fall,2012,Sep,Clear/Partly Cloudy,30.5244,8395,"(26.808, 34.427]",Hot
2012-09-23,winter,2012,Sep,Clear/Partly Cloudy,25.946649999999998,7907,"(19.19, 26.808]",Moderate
2012-09-24,winter,2012,Sep,Clear/Partly Cloudy,25.12565,7436,"(19.19, 26.808]",Moderate
2012-09-25,winter,2012,Sep,Clear/Partly Cloudy,27.208949999999998,7538,"(26.808, 34.427]",Hot
2012-09-26,winter,2012,Sep,Clear/Partly Cloudy,29.83065,7733,"(26.808, 34.427]",Hot
2012-09-27,winter,2012,Sep,Misty/Cloudy,30.398750000000003,7393,"(26.808, 34.427]",Hot
2012-09-28,winter,2012,Sep,Misty/Cloudy,29.29315,7415,"(26.808, 34.427]",Hot
2012-09-29,winter,2012,Sep,Clear/Partly Cloudy,26.5148,8555,"(19.19, 26.808]",Moderate
2012-09-30,winter,2012,Sep,Clear/Partly Cloudy,25.88315,6889,"(19.19, 26.808]",Moderate
2012-10-01,winter,2012,Oct,Misty/Cloudy,25.6,6778,"(19.19, 26.808]",Moderate
2012-10-02,winter,2012,Oct,Light Rain/Snow,27.116649999999996,4639,"(26.808, 34.427]",Hot
2012-10-03,winter,2012,Oct,Misty/Cloudy,29.95665,7572,"(26.808, 34.427]",Hot
2012-10-04,winter,2012,Oct,Misty/Cloudy,30.398750000000003,7328,"(26.808, 34.427]",Hot
2012-10-05,winter,2012,Oct,Clear/Partly Cloudy,29.00935,8156,"(26.808, 34.427]",Hot
2012-10-06,winter,2012,Oct,Clear/Partly Cloudy,26.92605,7965,"(26.808, 34.427]",Hot
2012-10-07,winter,2012,Oct,Misty/Cloudy,20.99065,3510,"(19.19, 26.808]",Moderate
2012-10-08,winter,2012,Oct,Misty/Cloudy,19.3804,5478,"(19.19, 26.808]",Moderate
2012-10-09,winter,2012,Oct,Misty/Cloudy,21.9056,6392,"(19.19, 26.808]",Moderate
2012-10-10,winter,2012,Oct,Clear/Partly Cloudy,25.1571,7691,"(19.19, 26.808]",Moderate
2012-10-11,winter,2012,Oct,Clear/Partly Cloudy,21.55835,7570,"(19.19, 26.808]",Moderate
2012-10-12,winter,2012,Oct,Clear/Partly Cloudy,21.65355,7282,"(19.19, 26.808]",Moderate
2012-10-13,winter,2012,Oct,Clear/Partly Cloudy,19.5698,7109,"(19.19, 26.808]",Moderate
2012-10-14,winter,2012,Oct,Clear/Partly Cloudy,25.4102,6639,"(19.19, 26.808]",Moderate
2012-10-15,winter,2012,Oct,Misty/Cloudy,26.9575,5875,"(26.808, 34.427]",Hot
2012-10-16,winter,2012,Oct,Clear/Partly Cloudy,23.042299999999997,7534,"(19.19, 26.808]",Moderate
2012-10-17,winter,2012,Oct,Clear/Partly Cloudy,22.5054,7461,"(19.19, 26.808]",Moderate
2012-10-18,winter,2012,Oct,Misty/Cloudy,25.63125,7509,"(19.19, 26.808]",Moderate
2012-10-19,winter,2012,Oct,Misty/Cloudy,26.894800000000004,5424,"(26.808, 34.427]",Hot
2012-10-20,winter,2012,Oct,Clear/Partly Cloudy,23.6421,8090,"(19.19, 26.808]",Moderate
2012-10-21,winter,2012,Oct,Clear/Partly Cloudy,22.82145,6824,"(19.19, 26.808]",Moderate
2012-10-22,winter,2012,Oct,Clear/Partly Cloudy,24.1471,7058,"(19.19, 26.808]",Moderate
2012-10-23,winter,2012,Oct,Clear/Partly Cloudy,26.5152,7466,"(19.19, 26.808]",Moderate
2012-10-24,winter,2012,Oct,Clear/Partly Cloudy,27.93605,7693,"(26.808, 34.427]",Hot
2012-10-25,winter,2012,Oct,Misty/Cloudy,26.4844,7359,"(19.19, 26.808]",Moderate
2012-10-26,winter,2012,Oct,Misty/Cloudy,26.137500000000003,7444,"(19.19, 26.808]",Moderate
2012-10-27,winter,2012,Oct,Misty/Cloudy,25.756649999999997,7852,"(19.19, 26.808]",Moderate
2012-10-28,winter,2012,Oct,Misty/Cloudy,23.38855,4459,"(19.19, 26.808]",Moderate
2012-10-29,winter,2012,Oct,Light Rain/Snow,21.97,22,"(19.19, 26.808]",Moderate
2012-10-30,winter,2012,Oct,Misty/Cloudy,15.49545,1096,"(11.572, 19.19]",Cold
2012-10-31,winter,2012,Oct,Misty/Cloudy,18.055,5566,"(11.572, 19.19]",Cold
2012-11-01,winter,2012,Nov,Misty/Cloudy,18.4971,5986,"(11.572, 19.19]",Cold
2012-11-02,winter,2012,Nov,Clear/Partly Cloudy,17.802100000000003,5847,"(11.572, 19.19]",Cold
2012-11-03,winter,2012,Nov,Misty/Cloudy,16.1923,5138,"(11.572, 19.19]",Cold
2012-11-04,winter,2012,Nov,Clear/Partly Cloudy,16.4769,5107,"(11.572, 19.19]",Cold
2012-11-05,winter,2012,Nov,Clear/Partly Cloudy,15.403749999999999,5259,"(11.572, 19.19]",Cold
2012-11-06,winter,2012,Nov,Clear/Partly Cloudy,14.07835,5686,"(11.572, 19.19]",Cold
2012-11-07,winter,2012,Nov,Misty/Cloudy,13.73105,5035,"(11.572, 19.19]",Cold
2012-11-08,winter,2012,Nov,Clear/Partly Cloudy,17.09455,5315,"(11.572, 19.19]",Cold
2012-11-09,winter,2012,Nov,Clear/Partly Cloudy,17.77065,5992,"(11.572, 19.19]",Cold
2012-11-10,winter,2012,Nov,Clear/Partly Cloudy,19.696849999999998,6536,"(19.19, 26.808]",Moderate
2012-11-11,winter,2012,Nov,Clear/Partly Cloudy,21.08565,6852,"(19.19, 26.808]",Moderate
2012-11-12,winter,2012,Nov,Clear/Partly Cloudy,23.76915,6269,"(19.19, 26.808]",Moderate
2012-11-13,winter,2012,Nov,Misty/Cloudy,16.16125,4094,"(11.572, 19.19]",Cold
2012-11-14,winter,2012,Nov,Clear/Partly Cloudy,14.07815,5495,"(11.572, 19.19]",Cold
2012-11-15,winter,2012,Nov,Misty/Cloudy,16.2246,5445,"(11.572, 19.19]",Cold
2012-11-16,winter,2012,Nov,Clear/Partly Cloudy,17.3602,5698,"(11.572, 19.19]",Cold
2012-11-17,winter,2012,Nov,Clear/Partly Cloudy,16.31915,5629,"(11.572, 19.19]",Cold
2012-11-18,winter,2012,Nov,Clear/Partly Cloudy,16.8873,4669,"(11.572, 19.19]",Cold
2012-11-19,winter,2012,Nov,Misty/Cloudy,18.78105,5499,"(11.572, 19.19]",Cold
2012-11-20,winter,2012,Nov,Misty/Cloudy,19.03335,5634,"(11.572, 19.19]",Cold
2012-11-21,winter,2012,Nov,Clear/Partly Cloudy,18.2446,5146,"(11.572, 19.19]",Cold
2012-11-22,winter,2012,Nov,Clear/Partly Cloudy,17.518549999999998,2425,"(11.572, 19.19]",Cold
2012-11-23,winter,2012,Nov,Clear/Partly Cloudy,18.93895,3910,"(11.572, 19.19]",Cold
2012-11-24,winter,2012,Nov,Clear/Partly Cloudy,12.4371,2277,"(11.572, 19.19]",Cold
2012-11-25,winter,2012,Nov,Clear/Partly Cloudy,12.879150000000001,2424,"(11.572, 19.19]",Cold
2012-11-26,winter,2012,Nov,Clear/Partly Cloudy,16.950200000000002,5087,"(11.572, 19.19]",Cold
2012-11-27,winter,2012,Nov,Misty/Cloudy,14.0779,3959,"(11.572, 19.19]",Cold
2012-11-28,winter,2012,Nov,Clear/Partly Cloudy,14.488100000000001,5260,"(11.572, 19.19]",Cold
2012-11-29,winter,2012,Nov,Clear/Partly Cloudy,14.921100000000001,5323,"(11.572, 19.19]",Cold
2012-11-30,winter,2012,Nov,Clear/Partly Cloudy,16.193350000000002,5668,"(11.572, 19.19]",Cold
2012-12-01,winter,2012,Dec,Misty/Cloudy,15.8452,5191,"(11.572, 19.19]",Cold
2012-12-02,winter,2012,Dec,Misty/Cloudy,17.9604,4649,"(11.572, 19.19]",Cold
2012-12-03,winter,2012,Dec,Clear/Partly Cloudy,22.7898,6234,"(19.19, 26.808]",Moderate
2012-12-04,winter,2012,Dec,Clear/Partly Cloudy,23.4527,6606,"(19.19, 26.808]",Moderate
2012-12-05,winter,2012,Dec,Clear/Partly Cloudy,21.4006,5729,"(19.19, 26.808]",Moderate
2012-12-06,winter,2012,Dec,Clear/Partly Cloudy,12.9102,5375,"(11.572, 19.19]",Cold
2012-12-07,winter,2012,Dec,Misty/Cloudy,16.097900000000003,5008,"(11.572, 19.19]",Cold
2012-12-08,winter,2012,Dec,Misty/Cloudy,19.4754,5582,"(19.19, 26.808]",Moderate
2012-12-09,winter,2012,Dec,Misty/Cloudy,19.5073,3228,"(19.19, 26.808]",Moderate
2012-12-10,winter,2012,Dec,Misty/Cloudy,21.77875,5170,"(19.19, 26.808]",Moderate
2012-12-11,winter,2012,Dec,Misty/Cloudy,16.91815,5501,"(11.572, 19.19]",Cold
2012-12-12,winter,2012,Dec,Misty/Cloudy,14.8669,5319,"(11.572, 19.19]",Cold
2012-12-13,winter,2012,Dec,Clear/Partly Cloudy,14.7094,5532,"(11.572, 19.19]",Cold
2012-12-14,winter,2012,Dec,Clear/Partly Cloudy,14.7096,5611,"(11.572, 19.19]",Cold
2012-12-15,winter,2012,Dec,Clear/Partly Cloudy,16.91915,5047,"(11.572, 19.19]",Cold
2012-12-16,winter,2012,Dec,Misty/Cloudy,18.4969,3786,"(11.572, 19.19]",Cold
2012-12-17,winter,2012,Dec,Misty/Cloudy,20.075000000000003,4585,"(19.19, 26.808]",Moderate
2012-12-18,winter,2012,Dec,Clear/Partly Cloudy,20.485400000000002,5557,"(19.19, 26.808]",Moderate
2012-12-19,winter,2012,Dec,Clear/Partly Cloudy,17.1081,5267,"(11.572, 19.19]",Cold
2012-12-20,winter,2012,Dec,Misty/Cloudy,16.760849999999998,4128,"(11.572, 19.19]",Cold
2012-12-21,spring,2012,Dec,Misty/Cloudy,15.08835,3623,"(11.572, 19.19]",Cold
2012-12-22,spring,2012,Dec,Clear/Partly Cloudy,11.80565,1749,"(11.572, 19.19]",Cold
2012-12-23,spring,2012,Dec,Clear/Partly Cloudy,12.97355,1787,"(11.572, 19.19]",Cold
2012-12-24,spring,2012,Dec,Misty/Cloudy,12.945,920,"(11.572, 19.19]",Cold
2012-12-25,spring,2012,Dec,Misty/Cloudy,14.723249999999998,1013,"(11.572, 19.19]",Cold
2012-12-26,spring,2012,Dec,Light Rain/Snow,11.01665,441,"(3.952, 11.572]",Very Cold
2012-12-27,spring,2012,Dec,Misty/Cloudy,11.3321,2114,"(3.952, 11.572]",Very Cold
2012-12-28,spring,2012,Dec,Misty/Cloudy,12.7523,3095,"(11.572, 19.19]",Cold
2012-12-29,spring,2012,Dec,Misty/Cloudy,12.120000000000001,1341,"(11.572, 19.19]",Cold
2012-12-30,spring,2012,Dec,Clear/Partly Cloudy,11.584999999999999,1796,"(11.572, 19.19]",Cold
2012-12-31,spring,2012,Dec,Misty/Cloudy,11.17435,2729,"(3.952, 11.572]",Very Cold
